title,price,post_url,odometer,VIN,title status,transmission,auto_descr_short,drive,type,cylinders,idx
2015 Chevrolet 3/4 Crewcab LTZ 4x4,"44,500",https://edmonton.craigslist.org/cto/d/spruce-grove-south-2015-chevrolet-4/7484535634.html,151254,1GC1KWEG7FF556349,clean,automatic,2015 Chevrolet LTZ Crewcab,4wd,truck,8 cylinders,123
2011 FORD F750 XLT - 18FT FLAT BED TRUCK *6.7L CUMMINS DSL* ONLY 43K,"69,900",https://calgary.craigslist.org/ctd/d/coquitlam-2011-ford-f750-xlt-18ft-flat/7490160374.html,43000,,clean,manual,2011 FORD F750,rwd,truck,6 cylinders,124
2011 FORD F53 - 18FT STEP VAN *RARE DUAL FUEL* ALL ALUMINUM BODY *189K,"45,900",https://calgary.craigslist.org/ctd/d/coquitlam-2011-ford-ft-step-van-rare/7490173448.html,189000,,clean,automatic,2011 FORD F53,rwd,truck,10 cylinders,125
2018 MERCEDES-BENZ AMG E63s! HIGHLY OPTIONED! LOCAL BC! CLAIM FREE!,"109,900",https://edmonton.craigslist.org/ctd/d/langley-city-2018-mercedes-benz-amg/7484574357.html,37000,,clean,automatic,2018 Mercedes-Benz AMG E63s,4wd,sedan,8 cylinders,126
"2002 Mitsubishi Lancer EVO 7 / VII - Evolution 2.0L 4G63 Turbo, GT-A m","17,950",https://calgary.craigslist.org/ctd/d/courtenay-central-2002-mitsubishi/7502134317.html,183000,,clean,automatic,2002 Lanver EVO 7 VII GT-A Turbo,,,,127
2003 duramax 2500,"24,000",https://edmonton.craigslist.org/cto/d/surrey-2003-duramax-2500/7484794898.html,175000,,clean,automatic,2003 gmc sierra 2500hd,,,,128
Honda Civic 4 door sport,"1,000",https://calgary.craigslist.org/cto/d/calgary-honda-civic-door-sport/7502143159.html,200000,,clean,automatic,1999 Honda,,,,129
1966 Chevelle,"67,500",https://edmonton.craigslist.org/cto/d/surrey-1966-chevelle/7477645436.html,98000,,clean,automatic,1966 Chevelle,rwd,coupe,8 cylinders,130
"I'm selling my Gmc Sierra 2500HD 2001, clean title, motor 6.6. Straigh","2,400",https://calgary.craigslist.org/cto/d/calgary-im-selling-my-gmc-sierra-2500hd/7502251828.html,169512,,clean,automatic,2001 gmc sierra 2500hd,,,,131
4x4 GMC Sierra Upgraded Mint Condition,"8,497",https://edmonton.craigslist.org/cto/d/edmonton-4x4-gmc-sierra-upgraded-mint/7488838588.html,212000,,clean,automatic,2002 gmc sierra 2500hd,fwd,truck,8 cylinders,132
1971 Chevrolet C-20 Custom Deluxe 2 wd,"22,000",https://calgary.craigslist.org/cto/d/kelowna-southwest-1971-chevrolet-20/7502246446.html,58000,,clean,manual,1971 Chevrolet C-20 Custom deluxe,rwd,truck,8 cylinders,133
2021 MERCEDES-BENZ AMG G63 GWAGON! RARE COLOR COMBO! CUSTOM STARLIGHT!,"359,900",https://edmonton.craigslist.org/ctd/d/langley-city-2021-mercedes-benz-amg-g63/7489082800.html,8100,,clean,automatic,2021 Mercedes-Benz AMG G63,4wd,SUV,8 cylinders,134
2021 Dodge Charger Hellcat Redeye Widebody -No Accidents,"119,497",https://calgary.craigslist.org/ctd/d/richmond-2021-dodge-charger-hellcat/7498615247.html,5651,,clean,automatic,2021 dodge charger,rwd,,8 cylinders,135
Classic 83 Mercedes Benz turbo diesel,"2,000",https://edmonton.craigslist.org/cto/d/edmonton-classic-83-mercedes-benz-turbo/7489376829.html,267563,,clean,automatic,1983 mercedes benz c300,rwd,sedan,5 cylinders,136
2015 Tesla Model S P85D *MINT CONDITION WITH VERY LOW MILEAGE*,"78,999",https://calgary.craigslist.org/ctd/d/north-vancouver-2015-tesla-model-p85d/7499945430.html,44430,5YJSA1H45FF089836,clean,automatic,2015 Tesla Model S,4wd,sedan,,137
2022 Tesla Model Y Dual Motor Long Range AWD With Only 156 kms. No PST,"106,995",https://calgary.craigslist.org/ctd/d/north-vancouver-2022-tesla-model-dual/7499921086.html,156,7SAYGDEE0NF425241,clean,automatic,2022 Tesla MODEL Y,4wd,SUV,,138
"2018 Range Rover hse luxury diesel! loaded luxury, rare find","47,509",https://edmonton.craigslist.org/ctd/d/edmonton-2018-range-rover-hse-luxury/7489559306.html,118000,,clean,other,2018 land rover discovery,,,,139
Nissan Pathfinder 2013,"22,000",https://edmonton.craigslist.org/cto/d/edmonton-nissan-pathfinder-2013/7489672168.html,105,,clean,automatic,2013 nissan pathfinder 4x4 sl,fwd,SUV,6 cylinders,140
For sale 2002 Honda Odyssey,"2,000",https://calgary.craigslist.org/cto/d/calgary-for-sale-2002-honda-odyssey/7502489984.html,192000,,clean,automatic,2002 Honda Odyssey,,,,141
2011 Ford Raptor SVT 6.2,"39,900",https://calgary.craigslist.org/cto/d/calgary-2011-ford-raptor-svt-62/7502565785.html,132000,,clean,automatic,2011 Ford F150 Supercrew Raptor,4wd,pickup,8 cylinders,142
Mercedes Benz G63 AMG,,https://edmonton.craigslist.org/ctd/d/abbotsford-southwest-mercedes-benz-g63/7478998829.html,13500,,clean,automatic,2021 mercedes benz g63 amg,4wd,,8 cylinders,143
2017 MERCEDES-BENZ G550 4X4 SQUARED! LOCAL BC! OWN A PIECE OF HISTORY!,"269,900",https://edmonton.craigslist.org/ctd/d/langley-city-2017-mercedes-benz-g550/7490655838.html,54000,,clean,automatic,2017 Mercedes-Benz G550 4x4 Squared,4wd,SUV,8 cylinders,144
1950 Studebaker Champion bullet nose 4 door with rear suicide doors,"6,750",https://calgary.craigslist.org/cto/d/lethbridge-west-1950-studebaker/7501699568.html,1234,,clean,manual,1950 studebaker champion,rwd,sedan,6 cylinders,145
2011 Audi R8 Quattro 5.2L V10 2 Dr. Coupe - Daytona Gray,"134,500",https://calgary.craigslist.org/ctd/d/abbotsford-southwest-2011-audi-r8/7499844112.html,19420,WUAENAFG8BN002749,clean,automatic,2022 audi r8 v10 quattro,4wd,,,146
2021 FORD F-150 LIMITED POWERBOOST HYBRID! SKIP THE WAITLIST!,"104,900",https://edmonton.craigslist.org/ctd/d/langley-city-2021-ford-150-limited/7491092600.html,11900,,clean,automatic,2021 Ford F-150 Limited,4wd,truck,6 cylinders,147
2006 Honda Civic 1.8l automatic,"1,600",https://calgary.craigslist.org/cto/d/calgary-2006-honda-civic-18l-automatic/7502759275.html,139485,,clean,automatic,2006 honda civic ex,,,4 cylinders,148
2008 Mitsubishi Outlander LS,"13,500",https://edmonton.craigslist.org/cto/d/edmonton-2008-mitsubishi-outlander-ls/7483392460.html,161555,,clean,automatic,2008 mitsubishi outlander,4wd,SUV,6 cylinders,149
2013 Chevy Impala,"8,400",https://calgary.craigslist.org/cto/d/calgary-2013-chevy-impala/7502768980.html,183000,,clean,automatic,2013 chevrolet impala,,,,150
2015 Mercedes GLA250,"26,491",https://edmonton.craigslist.org/ctd/d/edmonton-2015-mercedes-gla250/7491786469.html,68055,,clean,automatic,2015 mercedes gla250,,,,151
2016 HONDA ACCORD,"19,000",https://edmonton.craigslist.org/cto/d/edmonton-2016-honda-accord/7492120458.html,113000,,clean,automatic,2016 2016 Honda Civic,fwd,coupe,4 cylinders,152
"2014 Dodge Challenger RT SHAKER  .. Only 36,000 kms","37,887",https://edmonton.craigslist.org/ctd/d/edmonton-2014-dodge-challenger-rt/7480322908.html,36000,,clean,automatic,2014 dodge charger r/t,rwd,,8 cylinders,153
2014 Dodge Ram 2500 HD,"19,500",https://edmonton.craigslist.org/cto/d/edmonton-2014-dodge-ram-2500-hd/7489959616.html,230000,,clean,automatic,2014 dodge ram,4wd,truck,8 cylinders,154
Honda accord 2011,"8,500",https://edmonton.craigslist.org/cto/d/edmonton-honda-accord-2011/7493133625.html,199000,,rebuilt,automatic,2011 honda accord,fwd,sedan,6 cylinders,155
2002 GMC Sierra,"18,000",https://edmonton.craigslist.org/cto/d/bonnyville-2002-gmc-sierra/7493138572.html,96000,,clean,automatic,2002 gmc sierra,rwd,pickup,8 cylinders,156
Classic Car.,"8,000",https://edmonton.craigslist.org/cto/d/edmonton-classic-car/7493445811.html,149000,,clean,automatic,1993 jaguar xj6,,sedan,,157
Beautiful 97 tahoe,"8,500",https://edmonton.craigslist.org/cto/d/north-central-alberta-beautiful-97-tahoe/7493610104.html,445450,,clean,automatic,1997 chevrolet tahoe,rwd,SUV,8 cylinders,158
2007 western star,"70,000",https://edmonton.craigslist.org/cto/d/edmonton-2007-western-star/7493894975.html,815000,,clean,manual,2007 2007 western star,,truck,,159
83 Mercedes Benz turbo diesel runs great,"2,000",https://edmonton.craigslist.org/cto/d/edmonton-83-mercedes-benz-turbo-diesel/7494065509.html,267342,,clean,automatic,1983 mercedes benz c300,rwd,sedan,5 cylinders,160
original 66 cutlass convertible,"24,500",https://edmonton.craigslist.org/cto/d/central-alberta-original-66-cutlass/7494261671.html,33333,,clean,automatic,1966 oldsmobile cutlass,rwd,,8 cylinders,161
2020 Mini John Cooper works LOADED!,"43,500",https://edmonton.craigslist.org/cto/d/edmonton-2020-mini-john-cooper-works/7494329678.html,12900,,clean,automatic,2020 Mini John Cooper Works,,,,162
Classic 83  Mercedes Benz turbo diesel runs  great,"2,000",https://edmonton.craigslist.org/cto/d/edmonton-classic-83-mercedes-benz-turbo/7494377137.html,275634,,clean,automatic,1983 mercedes benz c300,rwd,sedan,5 cylinders,163
"ML-320 5,950$ OBO","5,950",https://edmonton.craigslist.org/cto/d/edmonton-ml-obo/7494504361.html,186883,,clean,automatic,2002 mercedes benz ml320,4wd,SUV,,164
2004 CHEV 2500 4x4,"8,500",https://edmonton.craigslist.org/cto/d/spruce-grove-north-2004-chev-x4/7494543811.html,271450,,clean,automatic,2004 chevrolet silverado 2500,,pickup,,165
2022 CHEVROLET CORVETTE STINGRAY Z51! ONLY 250KM! TAKE IT HOME TODAY!,"149,900",https://edmonton.craigslist.org/ctd/d/langley-city-2022-chevrolet-corvette/7494987533.html,250,,clean,automatic,2022 Chevrolet Corvette Stingray Z51,rwd,coupe,8 cylinders,166
83 Mercedes Benz turbo diesel runs great,"2,000",https://edmonton.craigslist.org/cto/d/edmonton-83-mercedes-benz-turbo-diesel/7495017121.html,267342,,clean,automatic,1983 mercedes benz c300,rwd,sedan,5 cylinders,167
2010 F150 Ford 4x4,"7,500",https://edmonton.craigslist.org/cto/d/drayton-valley-2010-f150-ford-4x4/7495090023.html,26700,,clean,automatic,2010 2010 ford f150 lariat,,truck,,168
2021 AUDI RS6 AVANT! SKIP THE 2-YR WAIT! HIGHLY OPTIONED! CLAIM FREE!,"179,900",https://edmonton.craigslist.org/ctd/d/langley-city-2021-audi-rs6-avant-skip/7496072255.html,6500,,clean,automatic,2021 Audi RS6 Avant,4wd,wagon,8 cylinders,169
94 Chevy CK 1500,"1,210",https://edmonton.craigslist.org/cto/d/edmonton-94-chevy-ck-1500/7496186615.html,115515,,clean,automatic,1994 Chevrolet,,truck,8 cylinders,170
1966 Pontiac Parisienne Sport,"23,500",https://edmonton.craigslist.org/cto/d/edmonton-1966-pontiac-parisienne-sport/7497031108.html,52275,,clean,automatic,1966 pontiac parisienne,rwd,coupe,8 cylinders,171
2003 GMC 3500,"10,000",https://edmonton.craigslist.org/cto/d/edmonton-2003-gmc-3500/7497132588.html,317500,,clean,manual,2003 gmc sierra 3500,,truck,,172
2007 GMC 3500,"13,000",https://edmonton.craigslist.org/cto/d/edmonton-2007-gmc-3500/7497133857.html,200027,,clean,automatic,2007 gmc 3500,,truck,,173
2021 BMW M5 COMPETITION! 617HP! BEST COLOR COMBO! LOCAL BC CLAIM FREE!,"139,900",https://edmonton.craigslist.org/ctd/d/langley-city-2021-bmw-m5-competition/7497351262.html,9500,,clean,automatic,2021 BMW M5 COMPETITION,4wd,sedan,8 cylinders,174
2020 Mercedes Benz GT R AMG,"279,995",https://edmonton.craigslist.org/ctd/d/port-coquitlam-2020-mercedes-benz-gt-amg/7494450024.html,17404,,clean,automatic,2020 mercedes benz,,convertible,8 cylinders,175
2018 MERCEDES-BENZ AMG E63s! HIGHLY OPTIONED! LOCAL BC! CLAIM FREE!,"109,900",https://edmonton.craigslist.org/ctd/d/langley-city-2018-mercedes-benz-amg/7498244198.html,37000,,clean,automatic,2018 Mercedes-Benz AMG E63s,4wd,sedan,8 cylinders,176
88crx,"4,500",https://edmonton.craigslist.org/cto/d/edmonton-88crx/7498561058.html,100000,,clean,manual,1988 Honda crx,,,,177
2007 KIA BONGO III 4X4 ONE TON,"26,800",https://edmonton.craigslist.org/cto/d/edmonton-2007-kia-bongo-iii-4x4-one-ton/7498698558.html,83023,,clean,manual,2007 KIA BONGO 4X4 ONE TON,4wd,pickup,6 cylinders,178
2004 HYUNDAI PORTER ONE TON DUALLY,"21,800",https://edmonton.craigslist.org/cto/d/edmonton-2004-hyundai-porter-one-ton/7498700617.html,158723,,clean,manual,2004 HYUNDAI PORTER ONE TON DUALLY,rwd,pickup,6 cylinders,179
2020 RAM 3500 LIMITED CREW CAB 4X4,"104,989",https://edmonton.craigslist.org/ctd/d/maple-ridge-2020-ram-3500-limited-crew/7497992461.html,81000,,clean,automatic,2020 Ram 3500,4wd,truck,6 cylinders,180
Fully Loaded 2021 Dodge Durango,"61,500",https://edmonton.craigslist.org/cto/d/edmonton-fully-loaded-2021-dodge-durango/7499005596.html,16000,,clean,automatic,2021 dodge durango,4wd,SUV,,181
1981 Datsun 280 ZX Turbo - Loaded,"12,500",https://edmonton.craigslist.org/cto/d/prince-george-south-1981-datsun-280-zx/7499297256.html,216500,,clean,automatic,1981 nissan datsun 280zx turbo,rwd,hatchback,6 cylinders,182
2021,"148,000",https://edmonton.craigslist.org/cto/d/westlock-2021/7499753852.html,16000,,clean,automatic,2021 cadillac escalade esv,4wd,SUV,,183
2006 mitsubishi eclipse,"5,000",https://edmonton.craigslist.org/cto/d/edmonton-2006-mitsubishi-eclipse/7499909555.html,231000,,clean,manual,2006 mitsubishi eclipse,fwd,coupe,4 cylinders,184
Sporty Dodge Avenger.,"8,000",https://edmonton.craigslist.org/cto/d/edmonton-sporty-dodge-avenger/7500177498.html,179000,,clean,automatic,2013 Dodge Avenger,fwd,sedan,4 cylinders,185
2006 Dodge Charger R/T,"4,000",https://edmonton.craigslist.org/cto/d/edmonton-2006-dodge-charger-t/7497091601.html,154326,,clean,automatic,2006 dodge charger r/t,,,,186
FORD TAURUS,"3,995",https://edmonton.craigslist.org/cto/d/edmonton-ford-taurus/7492173736.html,75000,,clean,automatic,1991 ford taurus,rwd,sedan,6 cylinders,187
2000 Freightliner F170 Cab&Chassi,"18,500",https://edmonton.craigslist.org/ctd/d/langley-township-northwest-2000/7491654775.html,20340,,clean,automatic,2000 Freightliner F170,,other,,188
2007 GMC Grumman Workhorse Van,"29,500",https://edmonton.craigslist.org/ctd/d/langley-township-northwest-2007-gmc/7491654843.html,208924,,clean,automatic,2007 GMC Grumman,,van,,189
2010 International 56 Passenger School Bus,"19,300",https://edmonton.craigslist.org/ctd/d/langley-township-northwest-2010/7491654876.html,235631,,clean,automatic,2010 International 56 Passenger,,bus,,190
2008 GMC C6500 Dump Truck,"49,000",https://edmonton.craigslist.org/ctd/d/langley-township-northwest-2008-gmc/7491654898.html,127898,,clean,automatic,2008 GMC C6500,,truck,,191
1994 International 4900 Flatdeck Truck,"19,500",https://edmonton.craigslist.org/ctd/d/langley-township-northwest-1994/7491657927.html,647175,,clean,other,1994 International 4900,,truck,,192
2006 Sterling 9500 Day-Cab Tractor,"33,700",https://edmonton.craigslist.org/ctd/d/langley-township-northwest-2006/7491657952.html,447202,,clean,manual,2006 Sterling 9500,,other,,193
2005 GMC C5500 20 Ft Flatdeck Truck,"22,700",https://edmonton.craigslist.org/ctd/d/langley-township-northwest-2005-gmc-ft/7491663929.html,461907,,clean,manual,2005 GMC C5500,,truck,,194
1993 Western Star 4964 T/A Dump Truck,"46,000",https://edmonton.craigslist.org/ctd/d/langley-township-northwest-1993-western/7492828333.html,336000,,clean,manual,1993 Western Star 4964,,truck,,195
2004 Ford F-650 Flatdeck Truck,"37,000",https://edmonton.craigslist.org/ctd/d/langley-township-northwest-2004-ford/7492831102.html,201620,,clean,automatic,2004 Ford F-650,,truck,,196
2006 International 7600 Crane Truck,"56,000",https://edmonton.craigslist.org/ctd/d/langley-township-northwest-2006/7491657831.html,417806,,clean,manual,2006 International 7600,,truck,,197
2006 Sterling Acterra 15 Ft Dump Truck,"21,000",https://edmonton.craigslist.org/ctd/d/langley-township-northwest-2006/7491657977.html,541000,,clean,manual,2006 Sterling Acterra,,truck,,198
2008 Sterling Bullet Cab&Chassi,"27,000",https://edmonton.craigslist.org/ctd/d/langley-township-northwest-2008/7491663990.html,209642,,clean,other,2008 Sterling Bullet,,truck,,199
2007 Sterling Acterra Tandem Axle 20 Ft Crane Truck,"127,000",https://edmonton.craigslist.org/ctd/d/2007-sterling-acterra-tandem-axle-20-ft/7492822805.html,392164,,clean,automatic,2007 Sterling Acterra,,truck,,200
2015 GMC Denali HD Dually,"75,000",https://edmonton.craigslist.org/ctd/d/langley-township-northwest-2015-gmc/7492824871.html,145751,,clean,automatic,2015 GMC Denali,,truck,,201
1999 International 4700 24 Ft Box Truck,"24,000",https://edmonton.craigslist.org/ctd/d/1999-international-ft-box-truck/7492830292.html,264914,,clean,automatic,1999 International 4700,,truck,,202
2002 GMC W5500 18 Ft Box Truck,"34,000",https://edmonton.craigslist.org/ctd/d/langley-township-northwest-2002-gmc-ft/7491663959.html,351156,,clean,automatic,2002 GMC W5500,,truck,,203
"2018 Audi TT RS 2.5T Quattro - No Accidents, One Owner, Local","85,559",https://edmonton.craigslist.org/ctd/d/vancouver-2018-audi-tt-rs-25t-quattro/7501245032.html,28500,,clean,automatic,2018 audi tt,,,,204
2016 Mercedes sprinter 4x4,"60,000",https://edmonton.craigslist.org/cto/d/edmonton-2016-mercedes-sprinter-4x4/7501326752.html,169000,,clean,automatic,2016 mercedes benz,4wd,,,205
beautiful sedan,"8,800",https://edmonton.craigslist.org/cto/d/edmonton-beautiful-sedan/7501404767.html,200000,,clean,automatic,2015 kia forte,fwd,sedan,4 cylinders,206
2018 Chevrolet Silverado in great condition,"27,000",https://edmonton.craigslist.org/cto/d/edmonton-2018-chevrolet-silverado-in/7501579675.html,157000,3GCUKNEC2JG598455,clean,automatic,2018 chevrolet silverado,4wd,truck,8 cylinders,207
2004 Chevrolet Silverado ss,"8,500",https://edmonton.craigslist.org/cto/d/edmonton-2004-chevrolet-silverado-ss/7501636555.html,275000,,clean,automatic,2004 chevrolet silverado ss,,pickup,,208
Poulan tractor lawnmower,800,https://edmonton.craigslist.org/cto/d/edmonton-poulan-tractor-lawnmower/7501783218.html,123456,,clean,automatic,2021 Poulan,rwd,other,other,209
2018 Grand Cherokee SRT  .. 9/10 .. Gold Plan 5/100,"79,998",https://edmonton.craigslist.org/ctd/d/edmonton-2018-grand-cherokee-srt-gold/7501879056.html,42000,,clean,automatic,2018 jeep grand cherokee srt,4wd,,8 cylinders,210
2015 Chevy Silverado,"70,000",https://edmonton.craigslist.org/cto/d/smoky-lake-2015-chevy-silverado/7501939887.html,138000,,clean,automatic,2015 chevrolet silverado,,pickup,,211
2011 RAM 5500 - 9FT FLAT BED / DUMP TRUCK *6.7L CUMMINS 4X4 *ONLY 147K,"61,900",https://edmonton.craigslist.org/ctd/d/coquitlam-2011-ram-ft-flat-bed-dump/7500912732.html,147000,,clean,automatic,2011 RAM 5500,4wd,truck,6 cylinders,212
2012 FORD F750 - 21FT ROLLBACK TRUCK W/ WHEEL LIFT *CUMMINS* HYD BRKS,"89,900",https://edmonton.craigslist.org/ctd/d/coquitlam-2012-ford-ft-rollback-truck/7497781886.html,276000,,clean,manual,2012 FORD F750,rwd,truck,6 cylinders,213
2007 WORKHORSE W42 - UTILITY / STEP VAN *ONLY 71K* GENERATOR /INVERTER,"43,900",https://edmonton.craigslist.org/ctd/d/coquitlam-2007-workhorse-w42-utility/7502049446.html,71000,,clean,automatic,2007 workhorse w42 step van,rwd,truck,8 cylinders,214
2009 GMC Sierra 3500 HD - UTILITY / SERVICE TRUCK *6.0L VORTEC V8 GAS*,"22,900",https://edmonton.craigslist.org/ctd/d/coquitlam-2009-gmc-sierra-3500-hd/7492034825.html,192000,,clean,automatic,2009 GMC Sierra 3500 HD,rwd,truck,8 cylinders,215
2016 FORD F550 - 12FT FLAT DECK TRUCK *4X4 DIESEL CREW CAB* ONLY 160K,"67,900",https://edmonton.craigslist.org/ctd/d/coquitlam-2016-ford-ft-flat-deck-truck/7502060660.html,160000,,clean,automatic,2016 FORD F550,4wd,truck,8 cylinders,216
2012 FORD F550 - 42FT BUCKET TRUCK *4X4 DIESEL* HYBRID BOOM SYSTEM*,"86,900",https://edmonton.craigslist.org/ctd/d/coquitlam-2012-ford-ft-bucket-truck-4x4/7492033734.html,163000,,clean,automatic,2012 FORD F550,4wd,truck,8 cylinders,217
2004 FORD E350 - 33FT BUCKET VAN *5.4L V8* FULLY CERTIFIED /WORK READY,"33,900",https://edmonton.craigslist.org/ctd/d/coquitlam-2004-ford-ft-bucket-van-54l/7492026572.html,227000,,clean,automatic,2004 FORD E350,rwd,truck,8 cylinders,218
2007 FREIGHTLINER M2 112 - SIDE DUMP TRUCK W/ REAR HIAB CRANE *TANDEM*,"39,900",https://edmonton.craigslist.org/ctd/d/coquitlam-2007-freightliner-side-dump/7492023825.html,435000,,clean,automatic,2007 FREIGHTLINER M2 112,rwd,truck,6 cylinders,219
2006 FORD F550 - UTILITY TRUCK *EX:FORTIS* DIESEL * 2WD* ONLY 167K,"26,900",https://edmonton.craigslist.org/ctd/d/coquitlam-2006-ford-f550-utility-truck/7491815597.html,167000,,clean,automatic,2006 FORD F550,rwd,truck,8 cylinders,220
2012 FORD F650 XL - 16FT FLAT BED TRUCK *6.7L CUMMINS 240HP*128K MILES,"52,900",https://edmonton.craigslist.org/ctd/d/coquitlam-2012-ford-f650-xl-16ft-flat/7502076406.html,128000,,clean,automatic,2012 FORD F650,rwd,truck,6 cylinders,221
2011 FORD F750 XLT - 18FT FLAT DECK TRUCK *6.7L CUMMINS  / LOW KM'S*,"69,900",https://edmonton.craigslist.org/ctd/d/coquitlam-2011-ford-f750-xlt-18ft-flat/7490158427.html,43000,,clean,manual,2011 FORD F750,rwd,truck,6 cylinders,222
2011 FORD F53 - 18FT STEP VAN *DUAL FUEL* 6.8L V10 *189K* VERY CLEAN,"45,900",https://edmonton.craigslist.org/ctd/d/coquitlam-2011-ford-ft-step-van-dual/7490172312.html,43000,,clean,automatic,2011 FORD F53,rwd,truck,10 cylinders,223
2013 Subaru Impreza 2.0i,"10,000",https://edmonton.craigslist.org/cto/d/edmonton-2013-subaru-impreza-20i/7502129583.html,211000,,clean,automatic,2013 subaru impreza,4wd,sedan,4 cylinders,224
"2002 Mitsubishi Lancer EVO 7 / VII - Evolution 2.0L 4G63 Turbo, GT-A m","17,950",https://edmonton.craigslist.org/ctd/d/courtenay-central-2002-mitsubishi/7502134464.html,183000,,clean,automatic,2002 Lancer Evolution GT-A Turbo 7,,,,225
2001 Gmc Sierra 2500HD,"2,400",https://edmonton.craigslist.org/cto/d/edmonton-2001-gmc-sierra-2500hd/7502252303.html,169510,,clean,automatic,2001 gmc sierra 2500hd,,,,226
"2008 Ford Ranger 14,248 Original KM","17,800",https://edmonton.craigslist.org/cto/d/vancouver-2008-ford-ranger-original-km/7496141492.html,14248,,rebuilt,automatic,2008 ford ranger,rwd,pickup,6 cylinders,227
2011 Ford Raptor SVT 6.2,"39,900",https://edmonton.craigslist.org/cto/d/edmonton-2011-ford-raptor-svt-62/7502565482.html,131000,,clean,automatic,2011 Ford F150 Supercrew Raptor,4wd,pickup,8 cylinders,228
