title,price,post_url,odometer,VIN,title status,transmission,auto_descr_short,drive,type,cylinders,idx
83 Mercedes Benz turbo diesel runs great,"2,000",https://edmonton.craigslist.org/cto/d/edmonton-83-mercedes-benz-turbo-diesel/7494065509.html,267342,,clean,automatic,1983 mercedes benz c300,rwd,sedan,5 cylinders,54
2007 Ford Ranger Sport Rear Wheel Drive,"5,500",https://regina.craigslist.org/cto/d/southeastern-saskatchewan-2007-ford/7497976967.html,188500,,clean,automatic,2007 ford ranger,,,,55
original 66 cutlass convertible,"24,500",https://edmonton.craigslist.org/cto/d/central-alberta-original-66-cutlass/7494261671.html,33333,,clean,automatic,1966 oldsmobile cutlass,rwd,,8 cylinders,56
2006 ford ranger 4x4,"7,000",https://hat.craigslist.org/cto/d/medicine-hat-central-2006-ford-ranger/7498362142.html,304698,,clean,automatic,2006 ford ranger,4wd,pickup,6 cylinders,57
2020 Mini John Cooper works LOADED!,"43,500",https://edmonton.craigslist.org/cto/d/edmonton-2020-mini-john-cooper-works/7494329678.html,12900,,clean,automatic,2020 Mini John Cooper Works,,,,58
Classic 83  Mercedes Benz turbo diesel runs  great,"2,000",https://edmonton.craigslist.org/cto/d/edmonton-classic-83-mercedes-benz-turbo/7494377137.html,275634,,clean,automatic,1983 mercedes benz c300,rwd,sedan,5 cylinders,59
"ML-320 5,950$ OBO","5,950",https://edmonton.craigslist.org/cto/d/edmonton-ml-obo/7494504361.html,186883,,clean,automatic,2002 mercedes benz ml320,4wd,SUV,,60
2005 Porsche CayenneS,"8,500",https://hat.craigslist.org/cto/d/brooks-2005-porsche-cayennes/7498714188.html,123456,,clean,automatic,2005 porsche cayenne,4wd,SUV,8 cylinders,61
2004 CHEV 2500 4x4,"8,500",https://edmonton.craigslist.org/cto/d/spruce-grove-north-2004-chev-x4/7494543811.html,271450,,clean,automatic,2004 chevrolet silverado 2500,,pickup,,62
2022 CHEVROLET CORVETTE STINGRAY Z51! ONLY 250KM! TAKE IT HOME TODAY!,"149,900",https://edmonton.craigslist.org/ctd/d/langley-city-2022-chevrolet-corvette/7494987533.html,250,,clean,automatic,2022 Chevrolet Corvette Stingray Z51,rwd,coupe,8 cylinders,63
2015 Tesla Model S 70,"59,995",https://regina.craigslist.org/cto/d/south-central-saskatchewan-2015-tesla/7499237041.html,119141,5YJSA1E29FF119021,clean,automatic,2015 Tesla Model S 70D,4wd,sedan,,64
83 Mercedes Benz turbo diesel runs great,"2,000",https://edmonton.craigslist.org/cto/d/edmonton-83-mercedes-benz-turbo-diesel/7495017121.html,267342,,clean,automatic,1983 mercedes benz c300,rwd,sedan,5 cylinders,65
2010 F150 Ford 4x4,"7,500",https://edmonton.craigslist.org/cto/d/drayton-valley-2010-f150-ford-4x4/7495090023.html,26700,,clean,automatic,2010 2010 ford f150 lariat,,truck,,66
